site ,date,researcher,salinity,density,shore_type,year,search ,rhizo,liriopsis,gill_isopod,ovigerous,colonial_rhizo,2nd_dactyl,spp,shell_type,broken,shell_length,shell_width,shell_opening,date_my_format,note,lat,long
campbell_river,2020-8-19,AG,30,6.125,inland,2020,2,no,no,no,no,,0.5,hirsutiusculus,littorina_sitkana,NA,4.5,3.7,2.8,19-8-2020,,50.04632,-125.25205
campbell_river,2020-8-19,AG,30,6.125,inland,2020,2,no,no,no,no,,1,hirsutiusculus,littorina_sitkana,NA,6.9,4.1,2,19-8-2020,,50.04632,-125.25205
campbell_river,2020-8-19,AG,30,6.125,inland,2020,2,no,no,no,no,,1.7,hirsutiusculus,littorina_scutalata,NA,4.7,3.4,2.5,19-8-2020,,50.04632,-125.25205
campbell_river,2020-8-19,AG,30,6.125,inland,2020,2,no,no,no,no,,1.5,hirsutiusculus,littorina_scutalata,NA,5.4,NA,NA,19-8-2020,,50.04632,-125.25205
campbell_river,2020-8-19,AG,30,6.125,inland,2020,2,no,no,no,no,,1,hirsutiusculus,littorina_scutalata,NA,5,2.8,2.5,19-8-2020,,50.04632,-125.25205
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,yes,,2.1,hirsutiusculus,anth,no,13.6,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,yes,,1.8,hirsutiusculus,anth,yes,9.8,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,yes,,2.2,hirsutiusculus,anth,no,13.5,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,no,,3.8,hirsutiusculus,anth,no,13.1,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,no,,3.2,hirsutiusculus,anth,no,14,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,yes,,1.9,hirsutiusculus,anth,yes,11.8,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,no,,2.4,hirsutiusculus,anth,no,12.5,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,no,,2.3,hirsutiusculus,anth,no,11.8,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,yes,,2.5,hirsutiusculus,anth,no,11.4,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,yes,,1.4,hirsutiusculus,anth,yes,13.7,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,yes,,1.7,hirsutiusculus,anth,no,12.9,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,no,,2.8,hirsutiusculus,anth,no,13.4,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,yes,,2.5,hirsutiusculus,anth,no,12.1,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,no,,1.7,hirsutiusculus,anth,yes,12.9,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,no,,2.3,hirsutiusculus,anth,yes,8.3,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,yes,no,no,no,,2.9,hirsutiusculus,anth,yes,11.7,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,3,no,no,no,no,,1,hirsutiusculus,littorina_scutalata,no,5.8,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,yes,no,no,no,,2.6,hirsutiusculus,anth,no,14,NA,NA,29-8-2020,"red polychate on shell, physically broken",49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,no,no,no,no,,3,hirsutiusculus,anth,no,15.8,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,no,no,no,no,,1.9,hirsutiusculus,anth,no,11.9,NA,NA,29-8-2020,physically broken,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,no,no,no,yes,,2.4,hirsutiusculus,anth,yes,12.7,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,yes,no,no,no,,2.3,hirsutiusculus,anth,no,13.9,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,no,no,no,no,,2.9,hirsutiusculus,anth,no,12.9,NA,NA,29-8-2020,physically broken,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,no,no,no,no,,2,hirsutiusculus,anth,yes,13,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,no,no,no,no,,2.9,hirsutiusculus,anth,no,11.1,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,no,no,no,yes,,2.2,hirsutiusculus,anth,no,12.2,NA,NA,29-8-2020,physically broken,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,no,no,no,no,,1.2,hirsutiusculus,anth,yes,10.2,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,yes,no,no,no,,1.5,hirsutiusculus,anth,yes,12,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,no,no,no,yes,,2.4,hirsutiusculus,anth,no,12,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,no,no,no,yes,,3.7,hirsutiusculus,anth,no,11.1,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,no,no,no,no,,3.9,hirsutiusculus,anth,yes,8.9,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,no,no,no,no,,1.8,hirsutiusculus,anth,yes,7.4,NA,NA,29-8-2020,,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,no,no,no,yes,,1.7,hirsutiusculus,anth,yes,9.8,NA,NA,29-8-2020,physically broken,49.31028,-122.92775
belcarra,2020-8-29,AG,24,13.5,inland,2020,4,no,no,no,yes,,1.6,hirsutiusculus,anth,no,8.2,NA,NA,29-8-2020,physically broken,49.31028,-122.92775
quadra_cove,2020-8-19,AG,NA,1.5,inland,2020,1,no,no,no,no,,0.5,hirsutiusculus,littorina_scutalata,no,4.9,2.9,2,9-8-2020,,50.11588,-125.222595
quadra_cove,2020-8-19,AG,NA,1.5,inland,2020,1,no,no,no,no,,0.2,hirsutiusculus,littorina_sitkana,no,3.9,2.9,2.7,9-8-2020,,50.11588,-125.222595
quadra_cove,2020-8-19,AG,NA,1.5,inland,2020,1,no,no,no,no,,1.5,hirsutiusculus,littorina_scutalata,no,4.4,2.8,3.1,9-8-2020,,50.11588,-125.222595
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,yes,,3,hirsutiusculus,anth,no,12.8,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,2.7,hirsutiusculus,anth,no,13.2,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,1,hirsutiusculus,littorina_scutalata,no,7.5,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,2,hirsutiusculus,littorina_scutalata,no,6,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,1.2,hirsutiusculus,littorina_scutalata,yes,6.9,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,1.8,hirsutiusculus,littorina_scutalata,no,7.4,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,2.1,hirsutiusculus,littorina_scutalata,no,7.5,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,1,hirsutiusculus,littorina_scutalata,no,6.8,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,1.7,hirsutiusculus,littorina_scutalata,yes,6.6,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,2,hirsutiusculus,littorina_scutalata,no,6,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,1.5,hirsutiusculus,littorina_scutalata,no,7.3,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,1.5,hirsutiusculus,littorina_scutalata,no,6.5,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,1.4,hirsutiusculus,littorina_scutalata,no,6.9,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,1,hirsutiusculus,littorina_scutalata,no,5.6,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,3,no,no,no,yes,,2.4,hirsutiusculus,anth,no,14.6,NA,NA,30-8-2020,manually broken,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,3,no,no,no,no,,2.5,hirsutiusculus,anth,no,NA,NA,NA,30-8-2020,"shell length about 14, manually broken",49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,3,no,no,no,no,,1.6,hirsutiusculus,NA,yes,12.3,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,3,no,no,no,no,,2.3,hirsutiusculus,anth,yes,9.1,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,3,no,no,no,no,,2,hirsutiusculus,anth,yes,11.7,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,3,no,no,no,yes,,3.9,hirsutiusculus,anth,no,14.3,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,3,no,no,no,no,,2.3,hirsutiusculus,anth,no,14,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,3,no,no,no,no,,2,hirsutiusculus,anth,yes,11.2,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,3.6,hirsutiusculus,littorina_scutalata,no,10,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,yes,,2,hirsutiusculus,anth,no,15.2,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,4.9,hirsutiusculus,anth,no,12.8,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,2.5,hirsutiusculus,anth,no,13.3,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,yes,,2.3,hirsutiusculus,anth,no,13.6,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,yes,,2.4,hirsutiusculus,anth,yes,13.9,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,yes,,3,hirsutiusculus,anth,no,13.7,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,2.5,hirsutiusculus,anth,yes,13,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,2.9,hirsutiusculus,anth,yes,11.6,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,2.5,hirsutiusculus,anth,no,14.6,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,yes,,2,hirsutiusculus,anth,yes,12,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,yes,,2,hirsutiusculus,anth,yes,13.8,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,2.5,hirsutiusculus,anth,yes,12.7,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,2,hirsutiusculus,anth,yes,12,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,2.6,hirsutiusculus,anth,yes,10.8,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,1.6,hirsutiusculus,littorina_scutalata,no,6.3,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,yes,,2.8,hirsutiusculus,anth,yes,14.7,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,3,hirsutiusculus,anth,no,13.4,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,2.5,hirsutiusculus,anth,no,13.1,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,1.6,hirsutiusculus,littorina_scutalata,no,6.8,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,2.1,hirsutiusculus,anth,no,11.1,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,yes,,2.1,hirsutiusculus,anth,yes,9.6,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,3.2,hirsutiusculus,anth,yes,7.2,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,yes,no,no,no,,2,hirsutiusculus,anth,no,13.3,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,1.8,hirsutiusculus,anth,no,10.2,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,1.6,hirsutiusculus,littorina_scutalata,no,6.3,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,yes,2.1,hirsutiusculus,littorina_scutalata,no,7.2,NA,NA,30-8-2020,peltogasterella gracilis,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,yes,,1.2,hirsutiusculus,littorina_scutalata,no,7.6,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,1.5,hirsutiusculus,littorina_scutalata,no,7.6,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,3,hirsutiusculus,littorina_scutalata,no,9.8,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,1.4,hirsutiusculus,littorina_scutalata,no,6.3,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,1.5,hirsutiusculus,littorina_scutalata,yes,6,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,2,hirsutiusculus,littorina_scutalata,no,7,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,1.9,hirsutiusculus,littorina_scutalata,no,7,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,1.9,hirsutiusculus,littorina_scutalata,no,7.3,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,2,no,no,no,no,,1.8,hirsutiusculus,littorina_scutalata,no,6.6,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,2.8,hirsutiusculus,anth,no,13.1,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,2,hirsutiusculus,anth,no,13.6,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,no,,3.1,hirsutiusculus,anth,no,13.7,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,yes,,2,hirsutiusculus,anth,no,12.3,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,yes,no,no,no,,2.1,hirsutiusculus,anth,no,11.7,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,yes,,2.4,hirsutiusculus,anth,yes,13,NA,NA,30-8-2020,,49.30126,-122.87349
lamborghini_cove,2020-8-30,AG,18,54,inland,2020,1,no,no,no,yes,,2.5,hirsutiusculus,anth,yes,12.5,NA,NA,30-8-2020,,49.30126,-122.87349
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,1,no,no,no,no,,5,hirsutiusculus,littorina_sitkana,no,11.7,8.9,8.7,21-8-2020,foggy cove is latest ex. of the 1st protocol (did not look at every crab),51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,1,no,no,no,no,,7.6,hirsutiusculus,tegula_funebralis,no,21.4,21.1,14.2,21-8-2020,,51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,1,no,no,no,no,,3.3,hirsutiusculus,littorina_sitkana,yes,8.9,6.9,6.7,21-8-2020,,51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,1,no,no,no,no,,6.5,hirsutiusculus,osterina,no,19.6,13,12,21-8-2020,,51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,1,no,no,no,no,,2.2,hirsutiusculus,littorina_scutalata,yes,6.3,3.6,3.5,21-8-2020,,51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,1,no,no,no,no,,6,hirsutiusculus,olivella_biplicata,no,25.1,13.7,16.1,21-8-2020,,51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,1,no,no,no,no,,1.8,hirsutiusculus,littorina_scutalata,no,6,3.6,3.1,21-8-2020,,51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,1,no,no,no,no,,2,hirsutiusculus,littorina_scutalata,NA,NA,NA,NA,21-8-2020,,51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,1,no,no,no,no,,3.3,hirsutiusculus,canliculata,no,29,13.2,128,21-8-2020,,51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,1,no,no,no,no,,5.8,hirsutiusculus,tegula_funebralis,no,11.3,NA,NA,21-8-2020,,51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,4,no,no,no,no,,3.5,hirsutiusculus,litorina_scutalata,no,6.1,4.2,4,21-8-2020,,51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,4,no,no,yes,no,,5,hirsutiusculus,litorina_scutalata,no,7.7,5.8,4.2,21-8-2020,,51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,4,no,no,no,no,,5.4,hirsutiusculus,tegula_funebralis,no,8.6,11.8,8.6,21-8-2020,,51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,4,no,no,no,no,,2.9,hirsutiusculus,littorina_scutalata,no,5.3,4,4.3,21-8-2020,,51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,4,no,no,no,no,,5.4,hirsutiusculus,tegula_funebralis,yes,10.8,10.1,6.7,21-8-2020,,51.65154,-128.14273
foggy_cove,2020-8-21,T+F,31.33,6.25,open,2020,4,no,no,no,no,,2.1,hirsutiusculus,littorina_scutalata,yes,6.1,4,3.2,21-8-2020,,51.65154,-128.14273
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,3,no,no,no,no,,4.3,hirsutiusculus,lirabuccinum_dirum,no,26.3,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,3,no,no,no,no,,3.6,hirsutiusculus,littorina_scutalata,yes,9.1,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,3,no,no,no,no,,2.3,hirsutiusculus,littorina_scutalata,yes,7.6,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,3,no,no,yes,no,,2.7,hirsutiusculus,nucella_ostrina,yes,10.6,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,3,no,no,no,no,,3,hirsutiusculus,littorina_scutalata,no,7.7,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,3,no,no,no,no,,2.8,hirsutiusculus,littorina_scutalata,no,8.5,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,3,no,no,no,no,,3.3,hirsutiusculus,littorina_scutalata,no,8.7,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,3,no,no,no,no,,2.7,hirsutiusculus,littorina_scutalata,no,8.9,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,3,no,no,no,no,,2.3,hirsutiusculus,littorina_scutalata,no,6,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,3,no,no,no,no,,1.4,hirsutiusculus,littorina_scutalata,yes,6.4,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,3,no,no,no,no,,3,hirsutiusculus,olivella_biplicata,yes,27.6,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,1,no,no,no,no,,6.6,hirsutiusculus,nucella_ostrina,no,22.8,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,1,no,no,no,no,,4.7,hirsutiusculus,nucella_ostrina,no,21.5,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,1,no,no,no,no,,6.6,hirsutiusculus,nucella_ostrina,no,18.6,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,1,no,no,no,no,,7.1,hirsutiusculus,nucella_ostrina,yes,23.3,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,1,no,no,no,no,,7.6,hirsutiusculus,nucella_ostrina,no,23.7,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,1,no,no,no,no,,5.8,hirsutiusculus,nucella_ostrina,no,18.2,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,1,no,no,no,no,,3.5,hirsutiusculus,littorina_scutalata,no,9,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,1,no,no,no,no,,4.6,hirsutiusculus,nucella_ostrina,yes,15,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,1,no,no,no,no,,3.7,hirsutiusculus,nucella,yes,11.7,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,1,no,no,no,no,,1.4,hirsutiusculus,littorina_scutalata,no,8.1,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,1,no,no,no,no,,1.3,hirsutiusculus,nucella_lamellosa,no,10.7,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,2,no,no,no,no,,2.3,hirsutiusculus,littorina_sitkana,no,6.7,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,2,no,no,no,no,,2.3,hirsutiusculus,littorina_scutalata,no,8.4,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,2,no,no,no,no,,2.2,hirsutiusculus,littorina_scutalata,no,9,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,2,no,no,no,no,,2.3,hirsutiusculus,littorina_scutalata,no,7,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,2,no,no,no,no,,2.1,hirsutiusculus,littorina_sitkana,yes,5.6,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,2,no,no,no,no,,2.2,hirsutiusculus,littorina_scutalata,no,6.6,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,3,no,no,no,no,,3.2,hirsutiusculus,nucella_ostrina,no,13,NA,NA,23-8-2020,,51.6574,-128.14788
west_beach,2020-8-23,T+F,27.35,28.5,open,2020,3,no,no,no,no,,3.4,hirsutiusculus,nucella_ostrina,yes,14.5,NA,NA,23-8-2020,,51.6574,-128.14788
