site ,region,monitoring_start,researcher,search ,rhizo,liriopsis,gill_isopod,ovigerous,colonial_rhizo,2nd_dactyl,spp,shell_type,broken,shell_length,shell_width,shell_opening,date_my_format,date,note,lat,long
belcarra,lower_mainland,,MA,3,no,no,no,no,no,4,hirsutiusculus,nassarius_mendicus,yes,10.9,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,3,no,no,no,yes,no,3.2,hirsutiusculus,littorina_scutulata,no,6.4,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,3,yes,yes,no,no,no,2.3,hirsutiusculus,nassarius_mendicus,no,12.4,NA,NA,16-5-2021,2021-5-16,"double externa, and the liriopsis is only probable, see pic",,
belcarra,lower_mainland,,MA,3,no,no,no,no,no,3.5,hirsutiusculus,littorina_scutulata,yes,6.7,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,3,yes,no,no,no,no,3,hirsutiusculus,littorina_scutulata,no,6.3,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,3,no,no,no,yes,no,2.3,hirsutiusculus,littorina_scutulata,yes,3.8,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,3,no,no,no,no,no,2.4,hirsutiusculus,nassarius_mendicus,no,14,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,3,no,no,no,yes,no,2,hirsutiusculus,nassarius_mendicus,yes,10.8,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,3,no,no,no,yes,no,2.3,hirsutiusculus,nassarius_mendicus,yes,10.1,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,3,no,no,no,yes,no,2.4,hirsutiusculus,nassarius_mendicus,NA,12,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,3,NA,NA,NA,NA,NA,NA,hirsutiusculus,NA,NA,NA,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,no,no,4,hirsutiusculus,nassarius_mendicus,no,12.7,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,no,no,4.8,hirsutiusculus,nassarius_mendicus,no,8.4,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,no,no,5.3,hirsutiusculus,nassarius_mendicus,yes,10.8,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,yes,no,4.3,hirsutiusculus,nassarius_mendicus,no,13.1,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,yes,no,2.4,hirsutiusculus,nassarius_mendicus,no,12.8,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,yes,no,2.2,hirsutiusculus,nassarius_mendicus,yes,8,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,yes,no,no,no,no,2.4,hirsutiusculus,nassarius_mendicus,yes,10.9,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,yes,no,no,no,no,2.2,hirsutiusculus,nassarius_mendicus,no,19.1,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,yes,no,no,no,no,3.3,hirsutiusculus,nassarius_mendicus,yes,10.7,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,no,no,2.9,hirsutiusculus,nassarius_mendicus,no,14.7,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,no,no,2.3,hirsutiusculus,nassarius_mendicus,no,12.1,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,yes,no,no,no,no,2.2,hirsutiusculus,nassarius_mendicus,no,13.3,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,no,no,4.9,hirsutiusculus,littorina_scutulata,no,8.1,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,yes,no,no,no,no,2.1,hirsutiusculus,nassarius_mendicus,no,12.6,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,yes,no,2,hirsutiusculus,nassarius_mendicus,no,12.3,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,yes,no,no,no,no,2.5,hirsutiusculus,nassarius_mendicus,no,12.2,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,yes,no,2,hirsutiusculus,unknown,no,9.4,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,yes,no,no,no,no,2.7,hirsutiusculus,nassarius_mendicus,no,12.1,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,yes,no,2.7,hirsutiusculus,nassarius_mendicus,no,13.8,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,yes,no,no,no,no,2.4,hirsutiusculus,nassarius_mendicus,no,11.7,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,yes,no,3.1,hirsutiusculus,nassarius_mendicus,yes,12.5,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,yes,no,2.5,hirsutiusculus,nassarius_mendicus,no,13.1,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,yes,no,2.1,hirsutiusculus,nassarius_mendicus,no,12.5,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,yes,no,2,hirsutiusculus,nassarius_mendicus,yes,11.3,NA,NA,16-5-2021,2021-5-16,,,
belcarra,lower_mainland,,MA,4,no,no,no,yes,no,2.1,hirsutiusculus,nassarius_mendicus,NA,NA,NA,NA,16-5-2021,2021-5-16,,,
acadia,lower_mainland,,MA,1,no,no,no,yes,no,2,hirsutiusculus,littorina_scutulata,NA,7.6,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,yes,no,2,hirsutiusculus,littorina_scutulata,yes,NA,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,no,no,3.3,hirsutiusculus,littorina_scutulata,yes,8.3,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,yes,no,2.2,hirsutiusculus,littorina_scutulata,no,8,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,yes,no,2.4,hirsutiusculus,littorina_sitkana,no,7,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,yes,no,2.1,hirsutiusculus,littorina_scutulata,yes,8.5,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,yes,no,2,hirsutiusculus,littorina_scutulata,NA,7,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,yes,no,2.4,hirsutiusculus,littorina_scutulata,no,7,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,yes,no,2.1,hirsutiusculus,littorina_scutulata,no,7.6,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,yes,no,2.2,hirsutiusculus,littorina_scutulata,no,7.6,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,yes,no,2.2,hirsutiusculus,littorina_scutulata,no,9.2,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,no,no,1.8,hirsutiusculus,littorina_scutulata,no,7,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,yes,no,no,no,no,2.2,hirsutiusculus,littorina_scutulata,no,9.1,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,no,no,1.7,hirsutiusculus,littorina_scutulata,yes,8,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,no,no,2.1,hirsutiusculus,littorina_scutulata,yes,8,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,yes,no,1.7,hirsutiusculus,littorina_scutulata,no,7.3,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,NA,no,2,hirsutiusculus,littorina_scutulata,yes,7.6,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,1,no,no,no,no,no,2,hirsutiusculus,littorina_scutulata,yes,6,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,6,no,no,no,yes,no,2.8,hirsutiusculus,littorina_scutulata,yes,8.7,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,6,NA,NA,NA,NA,NA,NA,hirsutiusculus,littorina_scutulata,no,8.1,NA,NA,19-5-2021,2021-5-19,lost,,
acadia,lower_mainland,,MA,6,no,no,no,no,no,2.2,hirsutiusculus,littorina_scutulata,yes,7.4,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,6,no,no,no,yes,no,2,hirsutiusculus,littorina_scutulata,no,7.5,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,6,no,no,no,yes,no,2,hirsutiusculus,littorina_scutulata,no,9.1,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,6,no,no,no,no,no,2.2,hirsutiusculus,littorina_scutulata,no,7.1,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,6,no,no,no,no,no,2.2,hirsutiusculus,littorina_scutulata,no,7.9,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,6,no,no,no,no,no,3,hirsutiusculus,littorina_scutulata,no,6.8,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,6,no,no,no,no,no,2.1,hirsutiusculus,littorina_scutulata,no,7.2,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,6,NA,NA,NA,NA,NA,NA,hirsutiusculus,littorina_scutulata,NA,NA,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,6,no,no,no,yes,no,2,hirsutiusculus,littorina_scutulata,NA,NA,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,6,no,no,no,no,no,2.1,hirsutiusculus,littorina_scutulata,yes,6.7,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,MA,6,no,no,no,no,no,2.1,hirsutiusculus,littorina_scutulata,no,8,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,2,no,no,no,no,no,1.8,hirsutiusculus,littorina_scutulata,no,6.5,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,2,no,no,no,yes,no,1.5,hirsutiusculus,littorina_scutulata,no,8.5,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,3,no,no,no,yes,no,1.7,hirsutiusculus,littorina_scutulata,no,7.3,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,4,no,no,no,no,no,4.9,hirsutiusculus,littorina_scutulata,no,9.9,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,4,no,no,no,no,no,2,hirsutiusculus,littorina_scutulata,no,8.8,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,4,no,no,no,yes,no,2.1,hirsutiusculus,littorina_scutulata,no,7,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,4,no,no,no,yes,no,2,hirsutiusculus,littorina_scutulata,no,7.2,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,4,no,no,no,no,no,1.5,hirsutiusculus,littorina_scutulata,no,7.5,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,4,no,no,no,yes,no,2.6,hirsutiusculus,littorina_scutulata,no,7.7,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,4,no,no,no,yes,no,1.9,hirsutiusculus,littorina_scutulata,no,8.6,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,5,no,no,no,no,no,2.1,hirsutiusculus,littorina_scutulata,no,7.6,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,5,no,no,no,no,no,2.2,hirsutiusculus,littorina_scutulata,no,7,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,5,no,no,no,yes,no,2.3,hirsutiusculus,littorina_scutulata,no,6.9,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,5,no,no,no,no,no,1.4,hirsutiusculus,littorina_scutulata,no,8,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,5,no,no,no,no,no,1.3,hirsutiusculus,littorina_scutulata,no,7.4,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,7,no,no,no,yes,no,1.6,hirsutiusculus,littorina_scutulata,no,8,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,7,no,no,no,yes,no,2.3,hirsutiusculus,littorina_scutulata,no,8.1,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,7,no,no,no,yes,no,1.9,hirsutiusculus,littorina_scutulata,yes,8.2,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,7,no,no,no,no,no,3.2,hirsutiusculus,littorina_scutulata,no,7.5,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,7,no,no,no,yes,no,2.2,hirsutiusculus,littorina_scutulata,no,6.8,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,7,no,no,no,yes,no,1.6,hirsutiusculus,littorina_scutulata,no,6.9,NA,NA,19-5-2021,2021-5-19,,,
acadia,lower_mainland,,Miranda,7,no,no,no,yes,no,2.2,hirsutiusculus,littorina_scutulata,no,6.8,NA,NA,19-5-2021,2021-5-19,,,
strathcona,lower_mainland,,MA,8,no,no,no,no,no,1.6,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,8,no,no,no,no,no,2,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,8,no,no,no,no,no,2.8,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,8,no,no,no,no,no,1.4,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,8,no,no,no,no,no,2.1,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,8,no,no,no,no,no,1.8,hirsutiusculus,,,,,,11-7-2021,2021-7-11,right,,
strathcona,lower_mainland,,MA,8,no,no,no,no,no,2.1,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,yes,no,1,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,yes,no,2.2,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,yes,no,2.4,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,2.3,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,2,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,3.1,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,yes,no,2.4,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.6,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.8,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,2.1,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.6,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.7,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,NA,NA,NA,NA,NA,NA,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.8,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.9,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.5,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.7,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.4,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,2,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.3,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.2,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.1,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.6,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.3,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1.1,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,NA,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,NA,NA,NA,NA,NA,NA,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,7,no,no,no,no,no,1,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,3.2,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,2.1,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,2.1,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,1.9,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,1.6,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,2.7,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,1.7,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,1.3,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,1.8,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,1.4,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,1.8,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,1.4,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,2,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,1.6,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,1.3,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,1.6,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,1.2,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,1.6,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
strathcona,lower_mainland,,MA,5,no,no,no,no,no,1.3,hirsutiusculus,,,,,,11-7-2021,2021-7-11,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,2.3,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,yes,no,2.1,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,2.7,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,2.5,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,2,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,yes,no,2.6,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,2.4,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,yes,no,2.5,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,1.7,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,yes,no,2.1,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,2.1,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,2.3,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,2.2,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,2.5,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,1.7,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,1.7,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,1.9,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,2,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,2.1,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,1.8,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,1.3,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,1.7,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,1.4,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,1.2,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,1.1,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,1.1,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,NA,NA,NA,NA,NA,NA,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,NA,NA,NA,NA,NA,NA,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,1.6,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,7,no,no,no,no,no,1,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,no,no,2.1,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,no,no,2.2,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,no,no,1.9,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,no,no,2.2,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,no,no,1.6,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,no,no,2.8,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,yes,no,2.1,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,no,no,2.1,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,yes,no,2.6,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,yes,no,2.1,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,no,no,2.3,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,yes,no,2,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,yes,no,1.8,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,no,no,1.9,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,no,no,1.5,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,no,no,1.5,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,no,no,1.6,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,yes,no,2,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
lamborghini_cove,lower_mainland,,MA,2,no,no,no,no,no,1.3,hirsutiusculus,,,,,,12-7-2021,2021-7-12,,,
